,Fz,C3,Cz,C4,Pz,PO7,Oz,PO8,DT
229,10116.36,9468.639,16396.21,15206.03,17628.32,8995.056,7902.571,10050.01,0.9310159999999997
230,9913.932,9326.779,16332.66,15198.53,17503.4,8798.375,7811.928,9858.13,0.9310219999999997
231,9712.88,9183.211,16260.01,15179.99,17372.87,8604.688,7719.858,9666.847,0.9334279999999997
232,9509.896,9037.618,16182.09,15155.02,17233.63,8409.91,7627.957,9473.596,0.9334319999999997
233,9306.414,8892.127,16098.43,15123.98,17086.75,8214.541,7534.941,9280.199,0.9439759999999997
234,9106.349,8746.846,16005.2,15082.33,16936.41,8022.182,7437.542,9089.276,0.9524279999999996
235,8909.452,8599.895,15902.46,15029.14,16782.33,7832.564,7336.751,8899.743,0.9524319999999997
236,8711.286,8450.555,15794.37,14969.19,16619.93,7641.546,7236.584,8709.104,0.9539799999999997
237,8511.024,8299.739,15681.51,14904.21,16448.69,7447.876,7134.999,8517.019,0.9629819999999997
238,8313.366,8149.22,15559.48,14829.4,16273.23,7256.142,7026.974,8325.51,0.9653919999999996
239,8119.844,7998.347,15427.18,14742.35,16094.94,7069.165,6915.042,8135.297,0.9684339999999996
240,7925.983,7844.68,15289.8,14648.38,15909.99,6882.519,6805.504,7944.169,0.9684399999999996
241,7729.416,7689.006,15150.52,14552.05,15717.83,6692.798,6697.491,7751.563,0.9703899999999996
242,7535.549,7535.042,15006.18,14450.31,15524.07,6505.18,6586.28,7562.09,0.9850089999999997
243,7348.585,7384.076,14854.48,14339.54,15331.42,6324.831,6473.331,7379.112,0.9850149999999996
244,7163.699,7233.917,14699.25,14223.3,15135.45,6148.265,6364.144,7198.983,0.9874229999999996
245,6976.797,7083.773,14543.85,14106.34,14933.23,5971.011,6258.691,7018.326,0.9874259999999997
246,6791.123,6934.743,14384.83,13985.69,14728.62,5795.359,6150.327,6839.237,0.9889779999999997
247,6609.633,6786.357,14218.23,13856.06,14524.83,5624.822,6036.942,6663.641,0.9979699999999997
248,6429.915,6637.454,14047.4,13720.19,14318.97,5457.318,5925.44,6490.053,1.0050029999999996
249,6250.045,6489.235,13877.28,13584.22,14108.07,5289.471,5819.288,6317.277,1.0050069999999998
250,6072.658,6343.509,13705.18,13446.24,13894.45,5122.758,5711.811,6146.525,1.0110099999999997
251,5900.486,6199.589,13525.86,13299.97,13681.33,4960.526,5598.439,5978.706,1.0110159999999997
252,5731.708,6056.288,13341.65,13146.82,13467.15,4802.322,5485.175,5811.995,1.0129769999999998
253,5562.405,5914.434,13158.57,12993.72,13249.21,4645.207,5377.707,5644.426,1.0319719999999997
